customer_id,customer_name,city,state,order_count,total_revenue,average_order_value,customer_tenure_days,clv,clv_tier
54,Charles Patel,Kanpur,Uttar Pradesh,2,18195.090000000004,9097.55,928.0,21175.33,Medium
57,Amit Shah,Coimbatore,Tamil Nadu,1,15580.669999999998,15580.67,0.0,23371.0,Medium
58,Michael Davis,Ranchi,Jharkhand,1,997.02,997.02,0.0,1495.53,Low
59,Arjun Garcia,Chennai,Tamil Nadu,1,11894.7,11894.7,0.0,17842.05,Medium
61,Isha Iyer,Pune,Maharashtra,2,21329.26,10664.63,922.0,24984.38,Medium
65,Thomas Smith,Bengaluru,Karnataka,1,33116.380000000005,33116.38,0.0,49674.57,High
66,Susan Chopra,Chandigarh,Punjab,2,36240.23,18120.12,396.0,54360.36,High
69,Patricia Williams,Udaipur,Rajasthan,2,26489.54,13244.77,155.0,39734.31,High
73,Charles Shah,Mumbai,Maharashtra,2,38926.43,19463.22,258.0,58389.66,High
76,Karen Shah,Chennai,Tamil Nadu,5,27476.07,5495.21,957.0,31007.45,Medium
77,Susan Gupta,Kanpur,Uttar Pradesh,2,48129.41,24064.7,101.0,72194.1,Top
79,Rahul Patel,Ahmedabad,Gujarat,1,29818.759999999995,29818.76,0.0,44728.14,High
80,Neha Smith,Chandigarh,Punjab,2,35463.119999999995,17731.56,705.0,53194.68,High
81,Nikhil Davis,Surat,Gujarat,1,6303.63,6303.63,0.0,9455.44,Low
84,Karan Davis,Kolkata,West Bengal,1,1821.48,1821.48,0.0,2732.22,Low
87,Patricia Rodriguez,Raipur,Chhattisgarh,1,24432.1,24432.1,0.0,36648.15,High
88,Richard Sharma,Nagpur,Maharashtra,1,4927.08,4927.08,0.0,7390.62,Low
90,Karan Brown,Ahmedabad,Gujarat,3,21076.54,7025.51,876.0,25984.76,Medium
91,Sarah Desai,Delhi,Delhi,12,168552.16999999998,14046.01,947.0,192224.17,Top
94,Jessica Brown,Kochi,Kerala,4,19118.85,4779.71,817.0,25273.37,Medium
95,Aditya Rao,Pune,Maharashtra,1,4558.63,4558.63,0.0,6837.94,Low
97,Elizabeth Jones,Mysuru,Karnataka,4,50247.89,12561.97,782.0,69396.05,Top
101,Karan Chopra,Thiruvananthapuram,Kerala,6,86415.51000000001,14402.58,801.0,116515.25,Top
102,Linda Rodriguez,Ranchi,Jharkhand,1,6194.110000000001,6194.11,0.0,9291.16,Low
103,Divya Martinez,Jaipur,Rajasthan,2,13529.27,6764.64,55.0,20293.92,Medium
104,James Pillai,Patna,Bihar,2,5220.83,2610.42,504.0,7831.26,Low
105,Sanjay Patel,Thiruvananthapuram,Kerala,29,370334.53,12770.16,1064.0,375903.58,Top
107,Sanjay Reddy,Panaji,Goa,1,35218.99,35218.99,0.0,52828.48,High
110,Pooja Smith,Warangal,Telangana,1,9529.7,9529.7,0.0,14294.55,Low
111,Barbara Kumar,Thiruvananthapuram,Kerala,1,1280.3,1280.3,0.0,1920.45,Low
112,Sanjay Desai,Ranchi,Jharkhand,1,22130.73,22130.73,0.0,33196.1,Medium
113,Rahul Jones,Patna,Bihar,1,26128.98,26128.98,0.0,39193.47,High
115,Priya Martinez,Warangal,Telangana,2,21021.800000000003,10510.9,796.0,28522.04,Medium
117,Mary Verma,Lucknow,Uttar Pradesh,1,12299.96,12299.96,0.0,18449.94,Medium
120,John Jones,Guwahati,Assam,1,7049.040000000001,7049.04,0.0,10573.56,Low
121,Sarah Kapoor,Thiruvananthapuram,Kerala,5,68724.99,13745.0,332.0,103087.5,Top
122,Neha Patel,Chandigarh,Punjab,1,9890.35,9890.35,0.0,14835.53,Medium
124,Charles Pillai,Hyderabad,Telangana,1,11631.98,11631.98,0.0,17447.97,Medium
125,Meera Kapoor,Jaipur,Rajasthan,1,3973.63,3973.63,0.0,5960.44,Low
126,Rahul Johnson,Thiruvananthapuram,Kerala,1,23792.64,23792.64,0.0,35688.96,High
127,Patricia Miller,Guwahati,Assam,3,40395.14,13465.05,397.0,60592.72,High
131,Rahul Sharma,Coimbatore,Tamil Nadu,1,16523.120000000003,16523.12,0.0,24784.68,Medium
132,Rahul Reddy,Panaji,Goa,6,73328.96,12221.49,914.0,86646.89,Top
133,Patricia Martinez,Kochi,Kerala,1,2412.97,2412.97,0.0,3619.46,Low
135,Sanjay Mehta,Kolkata,West Bengal,3,96962.66,32320.89,891.0,117530.51,Top
136,Richard Garcia,Udaipur,Rajasthan,33,404490.73,12257.29,1032.0,423304.08,Top
142,David Davis,Bengaluru,Karnataka,1,1591.26,1591.26,0.0,2386.89,Low
143,Barbara Mehta,Chennai,Tamil Nadu,1,1728.4,1728.4,0.0,2592.6,Low
144,Thomas Martinez,Surat,Gujarat,4,33498.880000000005,8374.72,692.0,50248.32,High
147,Mary Nair,Kochi,Kerala,2,20625.17,10312.59,119.0,30937.77,Medium
148,Elizabeth Nair,Nagpur,Maharashtra,3,48799.39,16266.46,557.0,73199.07,Top
150,Robert Martinez,Mumbai,Maharashtra,4,34480.79,8620.2,884.0,42125.86,High
151,Meera Singh,Indore,Madhya Pradesh,4,12450.69,3112.67,231.0,18676.02,Medium
152,Barbara Mehta,Thiruvananthapuram,Kerala,1,7224.58,7224.58,0.0,10836.87,Low
153,Isha Jones,Lucknow,Uttar Pradesh,2,70277.78,35138.89,179.0,105416.67,Top
154,Barbara Sharma,Bhubaneswar,Odisha,6,87319.56,14553.26,626.0,130979.34,Top
156,Neha Brown,Kanpur,Uttar Pradesh,7,87278.85,12468.41,1008.0,93513.07,Top
159,Priya Gupta,Kochi,Kerala,1,18726.61,18726.61,0.0,28089.92,Medium
161,Varun Chopra,Siliguri,West Bengal,2,50077.3,25038.65,837.0,64615.87,High
162,Neha Martinez,Kanpur,Uttar Pradesh,2,7713.63,3856.82,130.0,11570.46,Low
165,Thomas Rao,Mumbai,Maharashtra,4,46001.26,11500.31,739.0,67227.79,High
167,Richard Miller,Nagpur,Maharashtra,1,7638.65,7638.65,0.0,11457.97,Low
168,Michael Singh,Warangal,Telangana,3,9542.65,3180.88,691.0,14313.96,Low
169,Susan Williams,Chennai,Tamil Nadu,1,45501.87,45501.87,0.0,68252.81,High
170,James Kapoor,Chennai,Tamil Nadu,1,8787.2,8787.2,0.0,13180.8,Low
171,John Mehta,Chennai,Tamil Nadu,3,27433.36,9144.45,909.0,32594.08,Medium
172,Patricia Kumar,Patna,Bihar,1,40373.55,40373.55,0.0,60560.32,High
174,Pooja Jones,Siliguri,West Bengal,3,38073.97,12691.32,883.0,46568.38,High
175,Rohan Iyer,Guwahati,Assam,2,34818.18,17409.09,225.0,52227.27,High
178,Michael Garcia,Nagpur,Maharashtra,2,17272.9,8636.45,533.0,25909.35,Medium
179,Isha Verma,Pune,Maharashtra,2,10943.0,5471.5,536.0,16414.5,Medium
181,Nikhil Singh,Chennai,Tamil Nadu,4,62493.47,15623.37,480.0,93740.22,Top
182,Michael Reddy,Siliguri,West Bengal,1,10955.09,10955.09,0.0,16432.64,Medium
184,Rohan Smith,Udaipur,Rajasthan,2,50779.97,25389.98,203.0,76169.94,Top
188,Jessica Garcia,Indore,Madhya Pradesh,2,29506.54,14753.27,14.0,44259.81,High
189,Elizabeth Malhotra,Patna,Bihar,1,45824.21,45824.21,0.0,68736.32,High
190,Richard Malhotra,Mysuru,Karnataka,6,138905.35,23150.89,659.0,208358.01,Top
191,Rohan Rao,Panaji,Goa,1,2216.28,2216.28,0.0,3324.42,Low
192,Vikram Singh,Surat,Gujarat,2,31929.06,15964.53,153.0,47893.59,High
193,Anjali Malhotra,Raipur,Chhattisgarh,1,66592.92,66592.92,0.0,99889.38,Top
194,Joseph Mehta,Mumbai,Maharashtra,4,17220.21,4305.05,809.0,22988.65,Medium
195,Ritu Garcia,Ahmedabad,Gujarat,2,6434.48,3217.24,305.0,9651.72,Low
199,Susan Kapoor,Chandigarh,Punjab,1,3667.02,3667.02,0.0,5500.53,Low
200,Ritu Patel,Nagpur,Maharashtra,9,126819.69,14091.08,811.0,168884.46,Top
201,Joseph Reddy,Dehradun,Uttarakhand,3,14288.05,4762.68,651.0,21432.06,Medium
203,Karen Garcia,Mumbai,Maharashtra,1,2561.21,2561.21,0.0,3841.82,Low
204,Rohan Rao,Guwahati,Assam,8,140913.83000000002,17614.23,874.0,174126.94,Top
205,Charles Johnson,Patna,Bihar,29,309222.05,10662.83,1086.0,307513.66,Top
206,William Brown,Hyderabad,Telangana,2,38337.66,19168.83,661.0,57506.49,High
208,Ritu Miller,Siliguri,West Bengal,1,25092.37,25092.37,0.0,37638.56,High
209,William Martinez,Ranchi,Jharkhand,3,114507.6,38169.2,997.0,124040.33,Top
210,Sanjay Sharma,Pune,Maharashtra,2,45726.8,22863.4,489.0,68590.2,High
211,William Rao,Thiruvananthapuram,Kerala,1,10700.8,10700.8,0.0,16051.2,Medium
212,Pooja Chopra,Delhi,Delhi,1,9470.14,9470.14,0.0,14205.21,Low
213,Sanjay Gupta,Ranchi,Jharkhand,2,29036.04,14518.02,630.0,43554.06,High
214,Sarah Patel,Mysuru,Karnataka,1,3051.02,3051.02,0.0,4576.53,Low
215,Arjun Rao,Udaipur,Rajasthan,1,28130.44,28130.44,0.0,42195.66,High
216,William Pillai,Lucknow,Uttar Pradesh,2,53366.94,26683.47,405.0,80050.41,Top
218,Patricia Verma,Indore,Madhya Pradesh,1,12785.0,12785.0,0.0,19177.5,Medium
219,Sarah Singh,Mysuru,Karnataka,3,21669.29,7223.1,459.0,32503.95,Medium
221,Jennifer Shah,Kolkata,West Bengal,1,14520.24,14520.24,0.0,21780.36,Medium
224,David Rodriguez,Lucknow,Uttar Pradesh,2,36557.32,18278.66,325.0,54835.98,High
225,Pooja Shah,Mysuru,Karnataka,5,45888.39,9177.68,1026.0,48303.58,High
227,Divya Chopra,Patna,Bihar,5,63069.810000000005,12613.96,467.0,94604.7,Top
228,Sneha Kapoor,Pune,Maharashtra,2,48772.68000000001,24386.34,4.0,73159.02,Top
232,Meera Davis,Lucknow,Uttar Pradesh,2,13640.72,6820.36,179.0,20461.08,Medium
233,James Shah,Dehradun,Uttarakhand,2,17321.670000000002,8660.84,554.0,25982.52,Medium
234,Kavya Martinez,Chandigarh,Punjab,1,3360.1000000000004,3360.1,0.0,5040.15,Low
235,Karen Patel,Bhopal,Madhya Pradesh,7,102645.13,14663.59,701.0,153967.69,Top
236,Pooja Iyer,Kolkata,West Bengal,2,34876.55,17438.27,28.0,52314.81,High
237,Neha Williams,Nagpur,Maharashtra,1,3761.39,3761.39,0.0,5642.08,Low
239,Richard Desai,Lucknow,Uttar Pradesh,1,25760.16,25760.16,0.0,38640.24,High
240,Vikram Garcia,Indore,Madhya Pradesh,3,31255.65,10418.55,472.0,46883.48,High
241,Jennifer Miller,Udaipur,Rajasthan,12,182034.08,15169.51,1039.0,189217.37,Top
242,Sneha Jones,Delhi,Delhi,1,14434.78,14434.78,0.0,21652.17,Medium
243,Patricia Mehta,Ranchi,Jharkhand,3,58107.39,19369.13,880.0,71313.62,Top
244,Vikram Kumar,Guwahati,Assam,5,97470.12,19494.02,379.0,146205.15,Top
245,Vikram Desai,Hyderabad,Telangana,2,16890.71,8445.36,141.0,25336.08,Medium
247,Kavya Shah,Hyderabad,Telangana,4,22768.45,5692.11,608.0,34152.66,High
248,Thomas Joshi,Thiruvananthapuram,Kerala,8,76882.33,9610.29,744.0,111603.37,Top
249,Sanjay Nair,Ahmedabad,Gujarat,4,94016.25,23504.06,447.0,141024.36,Top
250,Mary Patel,Chandigarh,Punjab,5,73279.64,14655.93,627.0,109919.48,Top
251,Linda Mehta,Bhubaneswar,Odisha,3,13008.65,4336.22,41.0,19512.99,Medium
252,Karen Brown,Surat,Gujarat,1,33463.700000000004,33463.7,0.0,50195.55,High
253,Linda Smith,Chennai,Tamil Nadu,2,37830.84,18915.42,195.0,56746.26,High
254,Susan Williams,Siliguri,West Bengal,2,9857.88,4928.94,234.0,14786.82,Medium
255,Neha Martinez,Chandigarh,Punjab,1,23640.35,23640.35,0.0,35460.52,High
256,Jennifer Rao,Kanpur,Uttar Pradesh,1,5775.88,5775.88,0.0,8663.82,Low
257,Rohan Mehta,Siliguri,West Bengal,1,10169.31,10169.31,0.0,15253.96,Medium
258,John Reddy,Warangal,Telangana,1,18428.5,18428.5,0.0,27642.75,Medium
260,Sneha Malhotra,Chennai,Tamil Nadu,2,13687.41,6843.7,10.0,20531.1,Medium
262,Michael Miller,Surat,Gujarat,5,99048.15,19809.63,849.0,125997.65,Top
265,Varun Pillai,Indore,Madhya Pradesh,2,51029.78999999999,25514.89,854.0,64534.15,High
266,Sneha Rodriguez,Lucknow,Uttar Pradesh,1,15846.259999999998,15846.26,0.0,23769.39,Medium
268,Susan Iyer,Raipur,Chhattisgarh,4,102782.52,25695.63,701.0,154173.78,Top
270,Sneha Shah,Surat,Gujarat,5,80887.53,16177.51,691.0,121331.33,Top
271,Barbara Williams,Udaipur,Rajasthan,1,4027.35,4027.35,0.0,6041.02,Low
272,James Reddy,Bhubaneswar,Odisha,1,16628.27,16628.27,0.0,24942.4,Medium
274,Ritu Singh,Panaji,Goa,10,128558.63,12855.86,959.0,144779.24,Top
276,Karen Malhotra,Kolkata,West Bengal,18,191726.8,10651.49,1020.0,203004.87,Top
277,Charles Joshi,Indore,Madhya Pradesh,1,22577.31,22577.31,0.0,33865.97,High
278,Sanjay Kumar,Pune,Maharashtra,1,16773.09,16773.09,0.0,25159.64,Medium
280,Patricia Kumar,Mumbai,Maharashtra,1,12868.99,12868.99,0.0,19303.48,Medium
282,Karen Sharma,Panaji,Goa,1,827.64,827.64,0.0,1241.46,Low
283,Neha Martinez,Panaji,Goa,2,9420.93,4710.46,130.0,14131.38,Low
285,Sarah Mehta,Bhubaneswar,Odisha,2,29250.69,14625.34,282.0,43876.02,High
287,Michael Sharma,Ranchi,Jharkhand,1,6849.08,6849.08,0.0,10273.62,Low
288,Rahul Iyer,Ahmedabad,Gujarat,2,9861.92,4930.96,273.0,14792.88,Medium
291,Divya Kumar,Udaipur,Rajasthan,2,31317.23,15658.61,349.0,46975.83,High
292,William Verma,Kochi,Kerala,4,60423.82,15105.96,941.0,69349.36,Top
293,Ritu Verma,Mysuru,Karnataka,2,28897.23,14448.62,544.0,43345.86,High
295,Amit Rao,Coimbatore,Tamil Nadu,4,11371.79,2842.95,570.0,17057.7,Medium
297,Karan Jones,Indore,Madhya Pradesh,2,22590.77,11295.38,435.0,33886.14,High
298,Sarah Pillai,Guwahati,Assam,1,1518.92,1518.92,0.0,2278.38,Low
301,Joseph Desai,Pune,Maharashtra,5,72691.76000000001,14538.35,763.0,102892.65,Top
303,James Verma,Bhopal,Madhya Pradesh,4,59230.89,14807.72,917.0,69759.38,Top
305,Amit Mehta,Surat,Gujarat,2,100911.85,50455.92,461.0,151367.76,Top
309,Richard Desai,Bhubaneswar,Odisha,5,45532.65,9106.53,967.0,50853.43,High
310,John Chopra,Mumbai,Maharashtra,1,22343.96,22343.96,0.0,33515.94,High
311,Neha Jones,Raipur,Chhattisgarh,1,15848.73,15848.73,0.0,23773.1,Medium
312,Neha Brown,Chandigarh,Punjab,1,12676.63,12676.63,0.0,19014.94,Medium
313,John Johnson,Chennai,Tamil Nadu,5,22671.26,4534.25,967.0,25320.53,Medium
314,Barbara Miller,Kochi,Kerala,1,4184.36,4184.36,0.0,6276.54,Low
315,Elizabeth Malhotra,Kolkata,West Bengal,3,68539.07,22846.36,385.0,102808.62,Top
316,Neha Johnson,Hyderabad,Telangana,5,75426.53,15085.31,562.0,113139.82,Top
317,Arjun Miller,Surat,Gujarat,1,548.74,548.74,0.0,823.11,Low
320,Kavya Kumar,Kanpur,Uttar Pradesh,1,25615.88,25615.88,0.0,38423.82,High
321,Richard Reddy,Chennai,Tamil Nadu,1,14648.11,14648.11,0.0,21972.16,Medium
322,John Joshi,Nagpur,Maharashtra,1,18505.25,18505.25,0.0,27757.88,Medium
323,Anjali Chopra,Raipur,Chhattisgarh,2,10435.19,5217.59,623.0,15652.77,Medium
324,Isha Singh,Raipur,Chhattisgarh,2,16286.35,8143.17,191.0,24429.51,Medium
325,Varun Rodriguez,Chennai,Tamil Nadu,2,1588.77,794.38,21.0,2383.14,Low
327,Elizabeth Mehta,Bhopal,Madhya Pradesh,2,16881.17,8440.58,11.0,25321.74,Medium
328,Mary Williams,Mysuru,Karnataka,2,7900.27,3950.14,120.0,11850.42,Low
330,Rahul Joshi,Bhubaneswar,Odisha,1,3800.95,3800.95,0.0,5701.42,Low
332,Joseph Rao,Surat,Gujarat,2,32256.05,16128.02,288.0,48384.06,High
334,Karan Singh,Panaji,Goa,1,59093.0,59093.0,0.0,88639.5,Top
335,Charles Smith,Kolkata,West Bengal,3,22917.68,7639.23,485.0,34376.53,High
337,Ritu Joshi,Siliguri,West Bengal,1,8735.33,8735.33,0.0,13103.0,Low
340,Ritu Davis,Chandigarh,Punjab,1,12527.49,12527.49,0.0,18791.24,Medium
343,Anjali Reddy,Ranchi,Jharkhand,3,35090.47,11696.82,330.0,52635.69,High
346,William Rao,Udaipur,Rajasthan,5,32365.22,6473.04,1066.0,32790.26,Medium
350,Michael Johnson,Nagpur,Maharashtra,1,2974.95,2974.95,0.0,4462.42,Low
351,Amit Rao,Coimbatore,Tamil Nadu,4,58563.07000000001,14640.77,960.0,65883.46,High
352,Mary Iyer,Kolkata,West Bengal,3,29297.81,9765.94,261.0,43946.73,High
354,Sarah Reddy,Udaipur,Rajasthan,2,9893.31,4946.66,356.0,14839.98,Medium
355,Ritu Iyer,Bengaluru,Karnataka,2,23687.15,11843.58,260.0,35530.74,High
356,Varun Smith,Dehradun,Uttarakhand,2,12249.27,6124.64,320.0,18373.92,Medium
357,Michael Singh,Udaipur,Rajasthan,7,90778.4,12968.34,814.0,120443.06,Top
358,Aditya Martinez,Indore,Madhya Pradesh,12,76007.35,6333.95,886.0,92650.1,Top
359,Patricia Sharma,Thiruvananthapuram,Kerala,3,16037.44,5345.81,772.0,22435.78,Medium
360,Arjun Verma,Panaji,Goa,2,31850.020000000004,15925.01,6.0,47775.03,High
367,Charles Shah,Hyderabad,Telangana,1,6396.4,6396.4,0.0,9594.6,Low
370,Kavya Patel,Patna,Bihar,1,12761.55,12761.55,0.0,19142.32,Medium
371,Susan Gupta,Chandigarh,Punjab,5,49367.96000000001,9873.59,673.0,74051.92,Top
372,Neha Kumar,Chandigarh,Punjab,6,98014.53,16335.76,782.0,135365.38,Top
373,Thomas Garcia,Bhubaneswar,Odisha,1,617.88,617.88,0.0,926.82,Low
374,Joseph Garcia,Indore,Madhya Pradesh,4,26072.79,6518.2,635.0,39109.2,High
375,Aditya Joshi,Dehradun,Uttarakhand,4,75185.29000000001,18796.32,314.0,112777.92,Top
378,Arjun Joshi,Surat,Gujarat,2,30065.97,15032.98,192.0,45098.94,High
381,James Desai,Bhopal,Madhya Pradesh,5,68283.95,13656.79,807.0,91383.72,Top
384,Elizabeth Smith,Chandigarh,Punjab,4,25479.75,6369.94,714.0,38219.64,High
386,John Jones,Dehradun,Uttarakhand,1,22437.17,22437.17,0.0,33655.75,High
388,Karan Kumar,Mysuru,Karnataka,7,74178.05,10596.86,765.0,104721.91,Top
389,Aditya Davis,Raipur,Chhattisgarh,1,1124.16,1124.16,0.0,1686.24,Low
390,Michael Kumar,Udaipur,Rajasthan,3,49905.02000000001,16635.01,508.0,74857.54,Top
392,Linda Nair,Chennai,Tamil Nadu,2,10448.86,5224.43,399.0,15673.29,Medium
393,Joseph Nair,Jaipur,Rajasthan,2,9788.74,4894.37,690.0,14683.11,Medium
394,Sneha Martinez,Kanpur,Uttar Pradesh,3,101610.03,33870.01,1020.0,107587.09,Top
395,Pooja Kapoor,Kanpur,Uttar Pradesh,2,22561.72,11280.86,201.0,33842.58,High
397,Mary Shah,Mysuru,Karnataka,1,4591.96,4591.96,0.0,6887.94,Low
398,Linda Garcia,Dehradun,Uttarakhand,5,49658.25,9931.65,507.0,74487.38,Top
399,Barbara Chopra,Kanpur,Uttar Pradesh,1,2298.06,2298.06,0.0,3447.09,Low
401,Varun Rao,Chandigarh,Punjab,1,23664.71,23664.71,0.0,35497.06,High
405,Karen Kumar,Coimbatore,Tamil Nadu,1,1261.86,1261.86,0.0,1892.79,Low
406,Priya Malhotra,Jaipur,Rajasthan,3,21235.52,7078.51,515.0,31853.29,Medium
408,Jennifer Mehta,Warangal,Telangana,3,63802.09,21267.36,791.0,87112.83,Top
409,Nikhil Williams,Thiruvananthapuram,Kerala,4,54536.76,13634.19,943.0,62459.92,High
410,James Malhotra,Ahmedabad,Gujarat,1,24967.75,24967.75,0.0,37451.62,High
411,Michael Chopra,Bhopal,Madhya Pradesh,3,14911.86,4970.62,516.0,22367.79,Medium
415,James Reddy,Hyderabad,Telangana,2,16773.27,8386.64,132.0,25159.92,Medium
419,Barbara Verma,Warangal,Telangana,1,10653.26,10653.26,0.0,15979.89,Medium
420,Priya Reddy,Kanpur,Uttar Pradesh,1,3488.24,3488.24,0.0,5232.36,Low
421,Nikhil Smith,Hyderabad,Telangana,10,269481.06,26948.11,807.0,360643.85,Top
424,Sneha Pillai,Nagpur,Maharashtra,2,16062.97,8031.48,386.0,24094.44,Medium
425,Thomas Davis,Kolkata,West Bengal,4,75874.55,18968.64,584.0,113811.84,Top
426,Linda Verma,Siliguri,West Bengal,1,7522.41,7522.41,0.0,11283.62,Low
427,Meera Patel,Chandigarh,Punjab,1,49262.46,49262.46,0.0,73893.69,Top
428,Divya Rodriguez,Ahmedabad,Gujarat,7,140923.47,20131.92,511.0,211385.16,Top
430,Pooja Brown,Bhubaneswar,Odisha,1,6443.7,6443.7,0.0,9665.55,Low
431,Patricia Brown,Chennai,Tamil Nadu,3,42099.03,14033.01,672.0,63148.54,High
434,Jennifer Iyer,Kanpur,Uttar Pradesh,2,56559.57,28279.78,126.0,84839.34,Top
437,Rahul Iyer,Indore,Madhya Pradesh,1,11887.36,11887.36,0.0,17831.04,Medium
439,Patricia Johnson,Pune,Maharashtra,4,63076.87,15769.22,698.0,94615.32,Top
442,Richard Reddy,Jaipur,Rajasthan,1,22239.25,22239.25,0.0,33358.88,Medium
444,Karen Gupta,Surat,Gujarat,1,7092.44,7092.44,0.0,10638.66,Low
445,Priya Mehta,Dehradun,Uttarakhand,1,12887.13,12887.13,0.0,19330.7,Medium
446,Neha Rodriguez,Coimbatore,Tamil Nadu,1,21239.94,21239.94,0.0,31859.91,Medium
448,Ritu Miller,Thiruvananthapuram,Kerala,2,17450.46,8725.23,730.0,25817.12,Medium
449,Priya Rao,Chennai,Tamil Nadu,3,19760.5,6586.83,454.0,29640.74,Medium
450,Barbara Shah,Mumbai,Maharashtra,4,15957.68,3989.42,488.0,23936.52,Medium
452,Isha Pillai,Kolkata,West Bengal,4,38468.73,9617.18,715.0,57703.08,High
453,Karen Mehta,Panaji,Goa,1,10355.28,10355.28,0.0,15532.92,Medium
454,James Martinez,Mysuru,Karnataka,2,8376.98,4188.49,470.0,12565.47,Low
458,Vikram Shah,Mumbai,Maharashtra,1,1180.37,1180.37,0.0,1770.55,Low
459,Karan Kapoor,Ahmedabad,Gujarat,2,26601.33,13300.66,359.0,39901.98,High
461,Pooja Sharma,Mumbai,Maharashtra,6,93415.42,15569.24,906.0,111356.15,Top
462,Jennifer Joshi,Delhi,Delhi,1,25858.07,25858.07,0.0,38787.1,High
463,Arjun Garcia,Bengaluru,Karnataka,1,5974.61,5974.61,0.0,8961.91,Low
465,James Reddy,Dehradun,Uttarakhand,1,2628.26,2628.26,0.0,3942.39,Low
471,Arjun Mehta,Hyderabad,Telangana,1,16185.7,16185.7,0.0,24278.55,Medium
472,Divya Singh,Indore,Madhya Pradesh,1,17313.93,17313.93,0.0,25970.9,Medium
475,Vikram Miller,Thiruvananthapuram,Kerala,8,61311.2,7663.9,984.0,67292.78,High
476,Sanjay Williams,Dehradun,Uttarakhand,1,22782.210000000003,22782.21,0.0,34173.32,High
477,Karan Desai,Chennai,Tamil Nadu,3,16501.84,5500.61,289.0,24752.74,Medium
479,Neha Malhotra,Ahmedabad,Gujarat,1,17109.02,17109.02,0.0,25663.53,Medium
481,Barbara Garcia,Surat,Gujarat,1,1225.35,1225.35,0.0,1838.02,Low
482,Karan Shah,Ranchi,Jharkhand,1,18654.85,18654.85,0.0,27982.28,Medium
483,William Sharma,Nagpur,Maharashtra,1,10110.58,10110.58,0.0,15165.87,Medium
484,Sanjay Mehta,Chennai,Tamil Nadu,1,6921.31,6921.31,0.0,10381.96,Low
485,Charles Sharma,Warangal,Telangana,1,8637.51,8637.51,0.0,12956.26,Low
487,Susan Shah,Surat,Gujarat,3,50923.27,16974.42,623.0,76384.89,Top
489,Kavya Smith,Surat,Gujarat,1,1907.9,1907.9,0.0,2861.85,Low
490,Anjali Jones,Bengaluru,Karnataka,1,5269.76,5269.76,0.0,7904.64,Low
494,Anjali Singh,Bengaluru,Karnataka,10,83419.5,8341.95,913.0,98678.05,Top
496,Thomas Joshi,Ahmedabad,Gujarat,7,81772.67,11681.81,1050.0,84109.03,Top
497,John Williams,Ranchi,Jharkhand,1,9359.92,9359.92,0.0,14039.88,Low
498,Joseph Johnson,Chandigarh,Punjab,2,9288.58,4644.29,545.0,13932.87,Low
